Name,Locked,Org,Status,Type,Water,Compost,Features,Seasonal,Animals,Address,Food Producing,Com_Gard,Dormant,Latitude,Longitude,Address,Ownership,Oth_org,Website,Facebook,Fenced,Descript,Ward,CCA,Contact,Image,City
Tranquil Garden,,NeighborSpace,,,,,,,,"1436 E 68th St, Chicago, IL 60637, USA",,Yes,,41.771742,-87.589544,"1436 E 68th St, Chicago, IL 60637, USA",NeighborSpace,,http://neighbor-space.org/2011/05/20/tranquil-garden/,,,"Each year, in early October, community leader Jeannie Williams and several other volunteer gardeners celebrate the harvest season by adding bright orange pumpkins, mature cornstalks and other signs that autumn has arrived to the already colorful Tranquil Garden. Situated on a double lot where Dante Avenue meets 68th Street, the Tranquil Garden is an integral part of the South Shore community and enduring place of peace and quiet for residents of this rapidly developing neighborhood. Conversation chairs and benches dot the garden?s manicured grass and overlook sculpted beds of flowers and shrubs, and grape vines engulf the English arbor providing ample shade in the garden?s sunny center.",5,SOUTH SHORE,Jeannie Williams 773-955-1853,,Chicago
Unity Garden,,NeighborSpace,,,,,,,,"5102 W Fulton St, Chicago, IL 60644, USA",,,,41.886043,-87.753106,"5102 W Fulton St, Chicago, IL 60644, USA",NeighborSpace,Austin Green Team,http://neighbor-space.org/2011/05/20/unity-garden/,,,"It?s not uncommon for workers at the manufacturing plant directly behind Unity Garden to enjoy their lunch and a card or chess game on the garden?s back brick patio ? it is the only open space nearby where they can enjoy some time outdoors during the work day. These local workers are just one of many groups who utilize and have come to appreciate the tranquility and beauty of Unity Garden. Named by a local schoolgirl as a result of an essay contest for the garden, its flower-filled expanse covers one full lot. Prior to the garden?s establishment, the lots were home to a wide range of trash and abandoned vehicles and had been the site of a sexual assault in the early 90s. Over the years, Unity Garden has evolved from its original plan to incorporate many more flower species, two brick patios, an arbor, and several benches painted with images of African-American history by neighborhood children.",28,AUSTIN,Vera Watson 773-379-1976,,Chicago
Warner Park and Garden,,NeighborSpace,,"Ornamental / Beautification, Community Garden",,,,,,"1446 W Warner Ave, Chicago, IL 60613, USA",No,Yes,No,41.957329,-87.666194,"1446 W Warner Ave, Chicago, IL 60613, USA",NeighborSpace,,http://neighbor-space.org/2011/05/20/warner-park-and-gardens/,,,"Sometimes the actions of a single individual are enough to inspire an entire community. In the case of the creation of Warner Park and Gardens that catalyst was Lois Buenger, a longtime resident and educator in the North Center neighborhood. According to Wilma Scharrer, a member of the Warner Park and Gardens community group, Lois led by example when she countered a developer?s bid to build on an unused lot ? a project that would have eliminated a 100-year-old ginkgo tree. Her energy and efforts rallied the entire neighborhood which, with the help of local businesses and organizations, including NeighborSpace, won ownership of the lot and laid the foundation for the creation of a community green space. ?Her vision was of more than a garden,? Ms. Scharrer says of Lois. ?The early fundraising efforts reflected the various individuals and groups who dreamt with her.?

Today Warner Park and Gardens has fulfilled Lois? vision. Its shady expanse has hosted weddings, art shows and neighborhood gatherings ? including the extremely popular kids Halloween party ? and has developed over the years into a multipurpose community resource that truly everyone can enjoy.",47,LAKE VIEW,Georgie Yost 773-929-0290 georgie.yost1@gmail.com,,Chicago
Unity Park,No,NeighborSpace,,Ornamental / Beautification,On site water source,,,,,"1900 S Kostner Ave, Chicago, IL 60623, USA",No,,No,41.8895632,-87.7012972,"1900 S Kostner Ave, Chicago, IL 60623, USA",NeighborSpace,,,,No,,24,NORTH LAWNDALE,,,Chicago
4400 Maypole Block Club Garden,,NeighborSpace,,,,,,,,"222 N Kenneth Ave, Chicago, IL 60624, USA",No,,No,41.8839462,-87.7368176,"222 N Kenneth Ave, Chicago, IL 60624, USA",NeighborSpace,,http://neighbor-space.org/2011/05/19/4400-maypole-block-club-garden/,,,"The physical beauty of the Maypole Block Club Garden is obvious: its centrally located gazebo features hanging baskets of brightly colored flowers and ample seating around its perimeter. A spectacular bed of roses just beyond the garden?s entrance greets all visitors with its red-hued blooms. But beyond the garden?s physical attributes, it offers residents a spirit of community respect that started with the Block Club and resulted in the development of the Maypole Garden that has strengthened the overall neighborhood. ?It?s like the garden made the block more peaceful,? says community leader Minnie Smith who lives directly across from the garden. ?More people started to respect the space and the block since there is somewhere for them to enjoy the outdoors.? From one weekend to the next the Maypole Garden plays host to a range of neighborhood events, from potluck lunches to birthday parties.",28,WEST GARFIELD PARK,,,Chicago
Edgewater Gateway Garden,No,NeighborSpace,Collective,,,,,,,"5671 N Ridge Ave, Chicago, IL 60660, USA",No,,No,41.985302,-87.662237,"5671 N Ridge Ave, Chicago, IL 60660, USA",NeighborSpace,,http://neighbor-space.org/2012/06/23/edgewater-gateway/,https://www.facebook.com/pages/Edgewater-Gateway-Garden-Volunteers/364939816967117,No,"The Edgewater Environmental Sustainability Project (EESP) has supported the effort of the BARGE Block Club to improve and beautify four plots of land that are located on W. Hollywood Avenue west of Broadway. This is where Hollywood crosses Magnolia Avenue and feeds into Ridge Avenue. Traffic counts indicate that over 43,000 vehicles use that route in a 24 hour period, and it is, therefore, a highly visible component of the Edgewater/Andersonville community.

The Gateway Garden area consists of four small, irregularly shaped parcels of land left over a number of years ago when the city took over several properties and used them to make the connecting road ? now known as W Hollywood Ave - between two arterial streets running from Lake Shore Drive to Ridge Avenue The following map shows how land was divided Left over parcels were then donated to NeighborSpace and the community for a series of gardens.",48,EDGEWATER,edgewatergateway@gmail.com,,Chicago
Addison and Avondale Mural Garden,,NeighborSpace,,,,,,,,"3570 N Avondale Ave, Chicago, IL 60618, USA",No,,,41.946107,-87.719675,"3570 N Avondale Ave, Chicago, IL 60618, USA",NeighborSpace,,,https://www.facebook.com/pages/Mural-at-Addison-Avondale/136491123111933,,,35,AVONDALE,http://neighbor-space.org/2013/07/15/addison-and-avondale-mural-garden/,,Chicago
Riverbank Neighbors Park,No,NeighborSpace,,,,,,,,"N Branch Chicago River and Berteau, Chicago",No,,,41.957699,-87.694131,"N Branch Chicago River and Berteau, Chicago",NeighborSpace,,http://neighbor-space.org/2012/06/17/riverbank-neighbors/,,No,"Riverbank Neighbors was organized in 1993-4 to try to fix up the east bank of the river from Montrose to Berteau. It was a dump: barren, eroded, and a hiding place for rascals of all types. Neighbors began by removing tons of debris, trimming back vines, building steps, paths, and terraces, and planting with native plants. The plant community helped to create a turf that reduced erosion. The clearing of non-native brush helped make it possible to see the river from the top of the bank, and the paths and steps created easy access for families, moms and dads and kids, oldsters, and fisherfolk. The founders were mostly locals that liked to work with others and wanted a more beautiful place to live.

All of the park?s managed area is native plant communities including woodlands and prairies. Riverbank Neighbors works with the Nature Conservancy, the North Branch Restoration Project, Waters Elementary School, and Friends of the Chicago River. They probably have almost 100 different species of native plants, including some young heritage bur oaks from Waters school and a variety of other shrubs including hazelnut, elderberry, and gooseberry. The nighbors celebrate the beginning of each season with a big community potluck, sometimes hosted at a neighbors house, often outdoors. The Riverbank Neighbors birthed the Bullfrogs Community Choir that sings an eclectic mix of songs for many community events. The potlucks always feature a big circle: a sharing of news, thoughts, and songs from each participant.",47,NORTH CENTER,Pete Leki 773-463-8968,,Chicago
El Paseo Community Garden,No,NeighborSpace,"Collective, Allotment","Community Garden, (Assisted) Housing, Ornamental / Beautification, Habitat / Conservation / Prairie",On site water source,Yes,"Handicap accessible bed, Shed / Storage box, Seating Area, Compost System",Hoop house,,"944 W 21st St, Chicago, IL 60608, USA",Yes,Yes,No,41.8539028,-87.6497606,"944 W 21st St, Chicago, IL 60608, USA",NeighborSpace,,https://elpaseogarden.org/,https://www.facebook.com/pages/El-Paseo-Community-Garden/417093588426680,Yes,"We are committed to harnessing the skills and talents of neighborhood residents to strengthen environmental stewardship and civic engagement in Pilsen. Our goal is to have the garden act as a teaching space for participants to grow and harvest fresh, healthy food, with educational workshops and events providing opportunities to learn and share knowledge and engage the community around issues of health and sustainability.",25,LOWER WEST SIDE,elpaseo.communitygarden@neighbor-space.org,https://scontent.xx.fbcdn.net/v/t31.0-8/14525245_912846205518080_407264734354638075_o.jpg?oh=cdfe00f7b09d0d09804aa5456c1ec267&oe=58D86C54,Chicago
Independence Park,,,,,,,,,,"3701 N Parkview Terrace, Chicago, IL 60618, USA",,,,41.948458,-87.719754,"3701 N Parkview Terrace, Chicago, IL 60618, USA",NeighborSpace,,http://neighbor-space.org/2013/12/06/independence-park/,,,,39,IRVING PARK,Mary Ann Karwoski - m.karwowski@sbcglobal.net,,Chicago
Su Casa Catholic Worker Vegetable Garden,,,,Congregation Garden,,,,,,"5045 S Laflin St, Chicago, IL 60609, USA",Yes,,,41.8017886,-87.6616839,"5045 S Laflin St, Chicago, IL 60609, USA",,,http://www.sucasacw.org,https://www.facebook.com/SuCasaCatholicWorker,,,16,NEW CITY,(773) 376-9263,,Chicago
Youth Outreach Services' Garden of Possibilities,Yes,"Chicago Botanic Garden, OpenLands, OpenLands, Other, U of I Extension",Allotment,Community Garden,Hose connected to private property,No,,,,"5914 W Division St, Chicago, IL 60651, USA",Yes,Yes,No,41.902253,-87.773655,"5914 W Division St, Chicago, IL 60651, USA",Private,"Feeding Mouths, Filling Minds",www.yos.org,www.facebook.com/youthoutreachservices,Yes,"Youth Outreach Services (YOS) is a nonprofit comprehensive youth service agency, serving Chicago's west side communities and western suburbs. Our community garden in Austin was built in Spring/Summer of 2015, with 3 raised plant beds for youth clients of YOS, who are also receiving counseling and support services. These beds include fruits, vegetables, herbs and flowers. An additional 3 raised beds will be allotted for community residents and organizations. Details forthcoming.

Volunteers, interested partners or donors, please contact Ashley Velchek, ashleyv@yos.org.",29,AUSTIN,"773-777-7112 ext 7226, ashleyv@yos.org",https://www.facebook.com/youthoutreachservices/photos/a.10150595017277011.381566.101135062010/10152856166837011/?type=1&theater,Chicago
Sandbox Organics,Yes,,,"Demo / Training / Program, Demo / Training / Program, Urban Farm, Community Farm",,Yes,"Shed / Storage box, Compost System, Artwork / Sculptures, Covered Area, Teaching Area, Washing Area / Sinks, Seating Area",,,"1916 W Waveland Ave, Chicago, IL 60613, USA",Yes,No,No,41.948959,-87.6769149,"1916 W Waveland Ave, Chicago, IL 60613, USA",Private,,http://sandboxorganics.com/,https://www.facebook.com/sandboxorganics?ref=tn_tnmn,Yes,"Sandbox Organics is a diversified vegetable farm, started in Chicago, providing a variety of fresh and seasonal herbs and produce to the Chicagoland area.",47,NORTH CENTER,,,Chicago
Carpenter Pizza Garden,,Greencorps Chicago,Unclear,"Community Garden, Community Garden, School Garden",,,,,,"1250 W Erie St, Chicago, IL 60642, USA",Yes,Yes,No,41.8937782,-87.6584693,"1250 W Erie St, Chicago, IL 60642, USA",,,CommunityGarden.org,,,"Our Pizza garden is shaped like slices of a pizza. The ages of the children are Pre K ? grade 2. Two rooms of hearing impaired children have been participating in the garden since it started. It was established in 2004, funded by Greencorps for its first two years.",27,WEST TOWN,Eileen Gassman: Mamarama@aol.com,,Chicago
DePaul's McGowan South Greenhouse/Rooftop Garden,Yes,,,"Rooftop, School Garden, Urban Agriculture Organization",Hose connected to private property,Yes,"Covered Area, Electricity Outlet, Shed / Storage box, Washing Area / Sinks, Handicap accessible bed, Teaching Area",Greenhouse,,"DePaul University Lincoln Park Campus Welcome Center, 1110 W Belden Ave, Chicago, IL 60614, USA",Yes,No,No,41.923762,-87.6565468,"DePaul University Lincoln Park Campus Welcome Center, 1110 W Belden Ave, Chicago, IL 60614, USA",Private,DePaul Urban Farming Organization,,,No,"Rooftop greenhouse used for a lab, growing space and to prepare seedlings for outdoor urban garden.  Maintenance is undertaken by student greenhouse managers and members of a DePaul organization, Urban Farming Organization.",32,LINCOLN PARK,,,Chicago
F.A.I.T.H Inc. Community Garden,No,,Unclear,Community Garden,Hose connected to private property,No,"Artwork / Sculptures, Artwork / Sculptures, Educational Signage",,,"5840 W Chicago Ave, Chicago, IL 60651, USA",Yes,Yes,No,41.8948881,-87.7718562,"5840 W Chicago Ave, Chicago, IL 60651, USA",,,http://reverendcrawford91.wix.com/faithinc,,No,F.A.I.T.H Inc. is in the process of creating a community garden for the Austin community.,29,AUSTIN,(773) 626-2429,,Chicago
Harold Washington Library Winter Garden,No,,,,"On site water source, No apparent water source",No,"Artwork / Sculptures, Artwork / Sculptures, Artwork / Sculptures, Seating Area, Seating Area, Covered Area",,,"400 S State St, Chicago, IL 60605, USA",No,No,No,41.876178,-87.6282598,"400 S State St, Chicago, IL 60605, USA",Chicago Public Library,,http://www.chipublib.org/private-event-rentals/,,Yes,,2,LOOP,,,Chicago
Gary Comer Youth Center Rooftop Garden & Education Farm,Yes,Greencorps Chicago,,"Food Donation, Orchard, Demo / Training / Program, Rooftop, School Garden, Urban Farm, Ornamental / Beautification",On site water source,Yes,"Covered Area, Educational Signage, Electricity Outlet, Farm Stand, Seating Area, Shed / Storage box, Teaching Area, Washing Area / Sinks, Handicap accessible bed",Hoop house,Bees (hives),"7200 S Ingleside Ave, Chicago, IL 60619, USA",Yes,No,No,41.7640694,-87.6024356,"7200 S Ingleside Ave, Chicago, IL 60619, USA",Private,Gary Comer College Prep,http://www.gcychome.org,https://www.facebook.com/garycomeryouthcenter,Yes,"GCYC has developed a network of gardens, including an 8,000 square foot rooftop garden, a 1.75-acre youth education farm and an environmental education garden. Most recently, a fruit orchard was awarded by the Fruit Tree Planting Foundation. Comer Rooftop Crops, a youth-led business initiative, sells specialty crops to Chicago area chefs and helps introduce students to a variety of green career options.",5,GREATER GRAND CROSSING,(773) 358-4100,http://www.gcychome.org/wp-content/uploads/2012/07/GCYC-81.jpg,Chicago
"Wood Street ""Meet & Greet"" Community Garden",No,"Growing Home, OpenLands, Other",Allotment,"Community Garden, Community Garden, Urban Agriculture Organization",Hose connected to private property,Yes,Teaching Area,,,"6136 S Wood St, Chicago, IL 60636, USA",Yes,Yes,No,41.781964,-87.6694629,"6136 S Wood St, Chicago, IL 60636, USA",City of Chicago,"Grow Greater Englewood, GET Gardening, Greater Englewood Gardening Association",ggechicago.org,www.facebook.com/GrowGreaterEnglewood,No,"The Wood Street Meet & Greet garden was established in 2012 by neighbors Charles Harper III, Annette Harper, Sonya Harper, Erick Griffith, Garrick Griffith and Walter Wright. We are a garden dedicated to organic growing and gardening/food education. Our garden is used to bring neighbors together to promote a better quality of life for all while enjoying growing food, flowers, herbs and beautifying our neighborhood. We welcome any new members and all volunteers.",15,WEST ENGLEWOOD,"Sonya Harper, Executive Director, Grow Greater Englewood",,Chicago
Harvest Commons,Yes,,,,On site water source,Yes,"Compost System, Shed / Storage box, Seating Area, Covered Area",Hoop house,,"1517 W Warren Blvd, Chicago, IL 60607, USA",Yes,,No,41.882119,-87.665931,"1517 W Warren Blvd, Chicago, IL 60607, USA",,,,,Yes,,27,NEAR WEST SIDE,,,Chicago
Miles Davis Magnet Academy Learning Garden,No,"OpenLands, The Kitchen Community, Other",,School Garden,On site water source,Yes,"Compost System, Teaching Area, Shed / Storage box, Seating Area",,,"6740 S Paulina St, Chicago, IL 60636, USA",Yes,No,No,41.7710978,-87.6666515,"6740 S Paulina St, Chicago, IL 60636, USA",Chicago Public Schools,WholeKids Foundation,www.milesdavismagnet.org,,Yes,"The Miles Davis Magnet Academy Learning Garden includes raised vegetable beds, butterfly and rain gardens and a native plants area. The Learning Garden provides opportunities for student learning about science and engineering, particularly in the areas of botany, urban agriculture and environmental science.",15,WEST ENGLEWOOD,mbmckinney@cps.edu,,Chicago
Kozminski Community Academy,Yes,OpenLands,,School Garden,On site water source,No,"Seating Area, Shed / Storage box, Teaching Area",,,"936 E 54th St, Chicago, IL 60615, USA",Yes,No,,41.798479,-87.6023651,"936 E 54th St, Chicago, IL 60615, USA",Chicago Public Schools,,kozacademy.org,,Yes,"2000 square feet, shade and butterfly gardens, seven raised beds, outdoor seating.",4,HYDE PARK,773-535-0980,,Chicago
1016 W 31st Pl,No,,,Urban Farm,,,,,,"1016 W 31st Pl, Chicago, IL 60608, USA",Yes,No,,41.837335,-87.651908,"1016 W 31st Pl, Chicago, IL 60608, USA",Private,,,,No,,11,BRIDGEPORT,,,Chicago
McPherson Learning Garden,No,The Kitchen Community,Unclear,"Food Donation, Food Donation, School Garden","Irrigation System, Irrigation System, On site water source",No,"Educational Signage, Educational Signage, Teaching Area",,,"4728 N Wolcott Ave, Chicago, IL 60640, USA",Yes,Yes,No,41.9681324,-87.6769323,"4728 N Wolcott Ave, Chicago, IL 60640, USA",Chicago Public Schools,,,,No,The Community Kitchen installed the McPherson Learning Garden in Spring 2015.,47,LINCOLN SQUARE,Marianne Turk,,Chicago
Montrose Metra Community Gardens,Yes,"U of I Extension, U of I Extension, U of I Extension, NeighborSpace, NeighborSpace, OpenLands",Allotment,"Food Donation, Food Donation, Food Donation, Food Donation, Food Donation, Food Donation, Food Donation, Food Donation, Food Donation, Food Donation, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Habitat / Conservation / Prairie, Community Garden, Community Garden, Community Garden, Community Garden, Community Garden, Community Garden, Community Garden, Community Garden, Orchard, Orchard, Orchard, Orchard, Orchard, Orchard, Orchard, Ornamental / Beautification, Ornamental / Beautification, Ornamental / Beautification, Ornamental / Beautification, Ornamental / Beautification, Ornamental / Beautification, Streetscape / Parkway, Streetscape / Parkway, Streetscape / Parkway, Streetscape / Parkway, Streetscape / Parkway, Urban Agriculture Organization, Urban Agriculture Organization, Urban Agriculture Organization, Urban Agriculture Organization, Pantry Garden, Pantry Garden, Pantry Garden, Demo / Training / Program, Demo / Training / Program, Restaurant / Catering Garden","City Fire Hydrant, City Fire Hydrant, Rain collection system ( rain barrels, cisterns)",No,"Seating Area, Seating Area, Seating Area, Shed / Storage box, Shed / Storage box, Educational Signage",,,"4400 N Ravenswood Ave, Chicago, IL 60640, USA",Yes,Yes,No,41.9615388,-87.6745334,"4400 N Ravenswood Ave, Chicago, IL 60640, USA",NeighborSpace,,publicgood.com/org/neighborspace/donate/the-montrose-metra-community-gardens-mmcg,facebook.com/montrosemetragardens,Yes,"Who is the Montrose Metra Community Garden (MMCG)? --- We are your neighbors and community organizers within Ravenswood and North Center with a desire to make our neighborhood a little more beautiful and healthier through hands on engagement and urban community gardening.

Mission --- To create a vibrant, green community space connecting neighbors and fostering a healthy and sustainable environment for all Ravenswood and North Center residents.

Location
The west side of the Metra tracks on Ravenswood from Berteau to Montrose Avenue.

What is at MMCG:

? Native flowers, grasses, and fruit trees
? Community gathering and event spaces and art installations
? Garden plots for residents and organizations of Ravenswood, North Center, and Lincoln Square

________________

The garden hosts reoccurring volunteer days for all interested people including gardeners or wannabe gardeners!

First Wednesday on 6/10
First Saturday on 6/20

Dates/Times: 
1st Wednesday of every month from 5:30pm - 7pm (except the 1st one - Go Hawks instead!)
3rd Saturday of every month from 10:30am - 12pm",47,LINCOLN SQUARE,montrosemetragardens@gmail.com,https://scontent.ford4-1.fna.fbcdn.net/hphotos-xfp1/v/t1.0-9/11037176_998320790213217_1124044126226439905_n.jpg?oh=542e835cdda097eecd8a9d5a06d3c035&oe=55E7D162,Chicago
Ida B. Wells Preparatory Elementary School,No,The Kitchen Community,,School Garden,"On site water source, Irrigation System",No,"Artwork / Sculptures, Covered Area, Handicap accessible bed, Seating Area, Teaching Area",,Chickens,"249 E 37th St, Chicago, IL 60653, USA",Yes,No,No,41.8271544,-87.6198346,"249 E 37th St, Chicago, IL 60653, USA",,,,,Yes,,3,DOUGLAS,,,Chicago
Bret Harte Elementary School,No,The Kitchen Community,,School Garden,"On site water source, Irrigation System",,"Artwork / Sculptures, Handicap accessible bed, Seating Area, Teaching Area, Play Area",,,"1556 E 56th St, Chicago, IL 60637, USA",Yes,No,No,41.793709,-87.586698,"1556 E 56th St, Chicago, IL 60637, USA",,,,,Yes,,5,HYDE PARK,,,Chicago
Dulles School of Excellence,No,The Kitchen Community,,School Garden,"On site water source, Irrigation System",No,"Artwork / Sculptures, Play Area, Seating Area, Teaching Area, Handicap accessible bed",,,"6311 South Calumet Avenue, Chicago, IL 60637, USA",Yes,No,No,41.779957,-87.6168777,"6311 South Calumet Avenue, Chicago, IL 60637, USA",,,,,Yes,,20,GREATER GRAND CROSSING,,,Chicago
The Hero of Thyme,No,,Allotment,"Community Garden, Community Garden, Community Garden, Demo / Training / Program, Demo / Training / Program, Food Donation","Rain collection system ( rain barrels, cisterns), Rain collection system ( rain barrels, cisterns), Hose connected to private property",Yes,,,,"2858 W Belden Ave, Chicago, IL 60647, USA",Yes,Yes,No,41.9237594,-87.6996181,"2858 W Belden Ave, Chicago, IL 60647, USA",Private,,,,Yes,"Community garden-- you plant it, you pick it! 
All who contribute in some way can take part in the harvest. To start growing, you must first introduce yourself and be shown around the garden, and given a raised bed to grow in. If you don't have a green thumb, that's ok, too! We can always use help with sourcing compost, building materials, etc.; anything you can do to help will work!
Excess produce is donated to local charity. Donations are always welcome, and recycled/reclaimed materials are used whenever possible.",35,LOGAN SQUARE,the.hero.of.thyme.chicago@gmail.com,,Chicago
E & J  Co-op,,,,Streetscape / Parkway,"Rain collection system ( rain barrels, cisterns), On site water source",Yes,Seating Area,,,"1101 N Leavitt St, Chicago, IL 60622, USA",Yes,,No,41.901421,-87.6817839,"1101 N Leavitt St, Chicago, IL 60622, USA",Private,,,,Yes,Combined tenant garden,32,WEST TOWN,,,Chicago
Maywood Community Garden,,,Allotment,,,,,,,"921 S 9th Ave, Maywood, IL 60153, USA",Yes,Yes,No,41.8793363,-87.8434258,"921 S 9th Ave, Maywood, IL 60153, USA",,Maywood Park District,,,,"Maywood Park District's Community Garden. Located in the rear of the park district building, adjacent to the park.",,,"maywoodparks@gmail.com ; 708-344-4740, ext. 711",,Maywood
Proviso Area for Exceptional Children Garden,,,,School Garden,,,,,,"1000 Van Buren St, Maywood, IL 60153, USA",Yes,No,No,41.8733708,-87.8448196,"1000 Van Buren St, Maywood, IL 60153, USA",,Proviso Area for Exceptional Children,,,,"Expose children to the sources of our food, how to grow their own, and try new vegetables.",,,708-450-2100,,Maywood
Maywood Youth Outreach Services,,,,,,,,,,"1100 S 11th Ave, Maywood, IL 60153, USA",Yes,,,41.876751,-87.846703,"1100 S 11th Ave, Maywood, IL 60153, USA",,Youth Outreach Services,,,Yes,,,,,,Maywood
Proviso East High School Giving Garden,No,,,"School Garden, Demo / Training / Program","Hose connected to private property, Irrigation System, Rain collection system ( rain barrels, cisterns)",No,"Water Management, Covered Area, Teaching Area",Hoop house,,"50 Madison St, Maywood, IL 60153, USA",Yes,No,No,41.87836,-87.83111,"50 Madison St, Maywood, IL 60153, USA",Private,"Triton College, Proviso Partners for Health, Loyola University Chicago",,,No,Learning and teaching garden to expose youth in Maywood to new and healthy foods and to empower them with entrepreneurial and agricultural skills.,,,,,Maywood
Enrich Garden,,,Allotment,,On site water source,,,,,"1100 S 11th Ave, Maywood, IL 60153, USA",Yes,Yes,Yes,41.876751,-87.846703,"1100 S 11th Ave, Maywood, IL 60153, USA",,Loyola Stritch School of Medicine,,,Yes,,,,,,Maywood
A Safe Haven Garden - Roosevelt Rd.,No,,,"(Assisted) Housing, Food Donation, Pantry Garden",On site water source,Yes,Compost System,,,"2750 W Roosevelt Rd, Chicago, IL 60608, USA",Yes,No,No,41.8668339,-87.6955197,"2750 W Roosevelt Rd, Chicago, IL 60608, USA",Private,A Safe Haven,,,No,"Produce grown at  garden supports A Safe Haven's kitchen. Serves to expose residents to urban agriculture, how to start their own garden, and learn more about fresh foods and how to cook them.",28,NORTH LAWNDALE,info@asafehaven.org; jsperez@bu.edu,,Chicago
A Safe Haven Veteran's Harvest Garden,No,Other,Collective,"(Assisted) Housing, Food Donation",Hose connected to private property,Yes,Compost System,Cold Frame,,"3902 W Arthington St, Chicago, IL 60624, USA",Yes,No,No,41.870103,-87.723223,"3902 W Arthington St, Chicago, IL 60624, USA",,A Safe Haven,,,Yes,Communal garden for Veterans residing at A Safe Haven.,24,WEST GARFIELD PARK,info@asafehaven.org,,Chicago
Monarch Community Garden,Yes,,"Allotment, Collective","Community Garden, Food Donation",City Fire Hydrant,Yes,"Compost System, Gazebo, Seating Area, Shed / Storage box",,Bees (hives),"1050 N California Ave, Chicago, IL 60622, EE. UU.",Yes,Yes,No,41.9006035,-87.6968442,"1050 N California Ave, Chicago, IL 60622, EE. UU.",,Norweigan American Hospital,http://www.monarchcommunitygarden.com/,https://www.facebook.com/pages/Monarch-Community-Garden,Yes,"Monarch Community Garden provides a place for local community members to grow fresh vegetables and serves as a way-station for migrating monarch butterflies. 

During the summer Monarch Community Garden hosts a weekly food giveaway for the surrounding area.",26,WEST TOWN,monarchcommunitygarden@yahoo.com,https://scontent-ord1-1.xx.fbcdn.net/hphotos-xpa1/v/t1.0-9/11214123_963312830367273_5810747453169098475_n.jpg?oh=8fe016e88044174b94adc09b1de55a52&oe=563FE497,Chicago
Chicago Eco house,No,,Unclear,Community Garden,No apparent water source,Yes,Compost System,,,"6114 S Stewart Ave, Chicago, IL 60621, USA",,Yes,,41.783052,-87.6354999,"6114 S Stewart Ave, Chicago, IL 60621, USA",Private,,Chicagoecohouse.org,Facebook.com/chicagoecohouse,No,,20,ENGLEWOOD,,,Chicago
Erik's urban farm sustainability project,Yes,,,Single-tender Garden,"Irrigation System, Hose connected to private property",Yes,"Water Feature (ponds, fountain)",Cold Tunnel,,"10013 Merrimac Ave, Oak Lawn, IL 60453, USA",Yes,No,No,41.70985,-87.775547,"10013 Merrimac Ave, Oak Lawn, IL 60453, USA",Private,,,,Yes,4 raised beds 4x12 and a backyard orchard,,,eemmickrom@aol.com,,Oak Lawn
FarmedHere,Yes,"Chicago Botanic Garden, Growing Home, U of I Extension",,Urban Farm,Irrigation System,Yes,"Washing Area / Sinks, Electricity Outlet, Covered Area, Compost System",,Fish,"6700 S Sayre Ave, Bedford Park, IL 60638, USA",Yes,No,No,41.7699903,-87.7952653,"6700 S Sayre Ave, Bedford Park, IL 60638, USA",Private,,www.farmedhere.com,www.facebook.com/farmedhere,Yes,"Organic vertical farm located just outside of Chicago.  Fresh basil, greens, and vinaigrettes delivered locally 365 days per year.",,,,,Bedford Park
CYC ABC Polk Bros. Children's Garden,Yes,"OpenLands, Other",Unclear,Community Garden,On site water source,Yes,"Artwork / Sculptures, Compost System, Seating Area, Teaching Area",,,"3415 W 13th Pl, Chicago, IL 60623, USA",Yes,Yes,No,41.8638229,-87.711139,"3415 W 13th Pl, Chicago, IL 60623, USA",Private,"CCGA, Lawndale Greening Committee",,abc polk bros,Yes,"Youth garden created for students to complete service learning hours as well as learn about STEM Programs, Hunger and Peace Projects",24,NORTH LAWNDALE,Kimberly George,,Chicago
Metropolitan Farms,Yes,,,Urban Farm,On site water source,No,,Greenhouse,Fish,"4250 W Chicago Ave, Chicago, IL 60651, USA",Yes,No,No,41.8952459,-87.7330106,"4250 W Chicago Ave, Chicago, IL 60651, USA",Private,,www.metro-farms.com,https://www.facebook.com/MetropolitanFarms/,Yes,Commercial scale aquaponic farm in controlled environment greenhouse.,37,HUMBOLDT PARK,info@metro-farms.com,,Chicago
,Yes,,,Urban Agriculture Organization,Irrigation System,Yes,Compost System,,,"2228 W Leland Ave, Chicago, IL 60625, USA",Yes,No,No,41.967114,-87.685181,"2228 W Leland Ave, Chicago, IL 60625, USA",Private,,,,Yes,"Residential organic vegetable, herb and small fruit garden.",47,LINCOLN SQUARE,,,Chicago
